,Code_(CPT/DRG),Description,Rev_Code,Inpatient/Outpatient,Gross_Charges,Discounted_Cash_Price,Aetna,Cigna,Empire_Blue_Cross_Blue_Shield,Emblem_Health,United_Health_Group,Aetna_Medicare,AgeWell_Medicare,Emblem_Medicare,Empire_Medicare,Fidelis_Medicare,Healthfirst_Medicare,UHC_Community_Plan/United_Medicare,VNS_Medicare,WellCare_Medicare,1199,Affinity_Molina_Essential,Affinity_Molina_Medicaid/CHP,Amida_Care_Medicaid,Emblem_Medicaid/CHP,Empire_Healthplus_Essential,Empire_Healthplus_Exchange,Empire_Healthplus_Medicaid/CHP,Fidelis_Essential/Exchange,Fidelis_Medicaid/CHP,Healthfirst_Essential/Exchange,Healthfirst_Medicaid/CHP,MVP_Medicaid/CHP,MVP_Essential,United_Community_Plan_Essential,United_Community_Plan_Medicaid,VNS_Medicaid,Consumer_Health_Network,Devon,Equian,First_Health,Magnacare,Multiplan/Beechstreet/PHCS,QHM,Worldwide,Minimum_Negotiated_Charge,Maximum_Negotiated_Charge
2849,56441,LYSIS OF LABIAL LESION(S),0360,Inpatient/Outpatient,20435.0,20435.0,9144,7496,11924,9474.4,6002,3463.614,4329.5175,3463.614,3463.614,3463.614,3567.52242,3498.25014,3567.52242,3584.84049,1564,3402.27379125,1512.121685,1738.93993775,1738.93993775,3402.27379125,3780.3042125,1512.121685,3780.3042125,1512.121685,12261,1587.72776925,1512.121685,1814.546022,2116.970359,1512.121685,1512.121685,9285.664,9285.664,9285.664,9285.664,9285.664,9285.664,9285.664,9285.664,1512.121685,12261.0
2850,56442,HYMENOTOMY,0360,Inpatient/Outpatient,18140.0,18140.0,9144,7496,11924,9474.4,6002,3463.614,4329.5175,3463.614,3463.614,3463.614,3567.52242,3498.25014,3567.52242,3584.84049,2107,1627.87969125,723.502085,832.02739775,832.02739775,1627.87969125,1808.7552125,723.502085,1808.7552125,723.502085,10884,759.67718925,723.502085,868.202502,1012.902919,723.502085,723.502085,8242.816,8242.816,8242.816,8242.816,8242.816,8242.816,8242.816,8242.816,723.502085,11924.0
2851,56501,HC DESTRUCTION LESION(S) VULVA,0360,Inpatient/Outpatient,32171.0,32171.0,9144,7496,11924,9474.4,5445,2114.1785,2642.723125,2114.1785,2114.1785,2114.1785,2177.603855,2135.320285,2177.603855,2188.1747475,1564,3402.27379125,1512.121685,1738.93993775,1738.93993775,3402.27379125,3780.3042125,1512.121685,3780.3042125,1512.121685,19302.6,1587.72776925,1512.121685,1814.546022,2116.970359,1512.121685,1512.121685,14618.5024,14618.5024,14618.5024,14618.5024,14618.5024,14618.5024,14618.5024,14618.5024,1512.121685,19302.6
2852,56515,HC DEST LESN VULVA EXTENSIVE,0360,Inpatient/Outpatient,26010.0,26010.0,9144,7496,11924,9474.4,5445,2114.1785,2642.723125,2114.1785,2114.1785,2114.1785,2177.603855,2135.320285,2177.603855,2188.1747475,2412,3402.27379125,1512.121685,1738.93993775,1738.93993775,3402.27379125,3780.3042125,1512.121685,3780.3042125,1512.121685,15606,1587.72776925,1512.121685,1814.546022,2116.970359,1512.121685,1512.121685,11818.944,11818.944,11818.944,11818.944,11818.944,11818.944,11818.944,11818.944,1512.121685,15606.0
2853,56605,HC BIOPSY VULVA/PERINEUM 1 LESION SPX,0360,Inpatient/Outpatient,20577.0,20577.0,9144,7496,9829,9474.4,3968,861.75075,1077.1884375,861.75075,861.75075,861.75075,887.6032725,870.3682575,887.6032725,891.91202625,776,1627.87969125,723.502085,832.02739775,832.02739775,1627.87969125,1808.7552125,723.502085,1808.7552125,723.502085,12346.2,759.67718925,723.502085,868.202502,1012.902919,723.502085,723.502085,9350.1888,9350.1888,9350.1888,9350.1888,9350.1888,9350.1888,9350.1888,9350.1888,723.502085,12346.2
2854,56620,PARTIAL REMOVAL OF VULVA,0360,Inpatient/Outpatient,23768.0,23768.0,9144,7496,11924,9474.4,6002,3463.614,4329.5175,3463.614,3463.614,3463.614,3567.52242,3498.25014,3567.52242,3584.84049,3404,3402.27379125,1512.121685,1738.93993775,1738.93993775,3402.27379125,3780.3042125,1512.121685,3780.3042125,1512.121685,14260.8,1587.72776925,1512.121685,1814.546022,2116.970359,1512.121685,1512.121685,10800.1792,10800.1792,10800.1792,10800.1792,10800.1792,10800.1792,10800.1792,10800.1792,1512.121685,14260.8
2855,56625,COMPLETE REMOVAL OF VULVA,0360,Inpatient/Outpatient,22260.0,22260.0,9144,7496,11924,9474.4,6002,3463.614,4329.5175,3463.614,3463.614,3463.614,3567.52242,3498.25014,3567.52242,3584.84049,4697,3802.890375,1690.1735,1943.699525,1943.699525,3802.890375,4225.43375,1690.1735,4225.43375,1690.1735,13356,1774.682175,1690.1735,2028.2082,2366.2429,1690.1735,1690.1735,10114.944,10114.944,10114.944,10114.944,10114.944,10114.944,10114.944,10114.944,1690.1735,13356.0
2856,56630,EXTENSIVE VULVA SURGERY,0360,Inpatient/Outpatient,21518.0,21518.0,9144,7496,13737,9474.4,7522,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,10759,3802.890375,1690.1735,1943.699525,1943.699525,3802.890375,4225.43375,1690.1735,4225.43375,1690.1735,12910.8,1774.682175,1690.1735,2028.2082,2366.2429,1690.1735,1690.1735,9777.7792,9777.7792,9777.7792,9777.7792,9777.7792,9777.7792,9777.7792,9777.7792,1690.1735,13737.0
2857,56700,PARTIAL REMOVAL OF HYMEN,0360,Inpatient/Outpatient,20101.0,20101.0,9144,7496,11924,9474.4,6002,3463.614,4329.5175,3463.614,3463.614,3463.614,3567.52242,3498.25014,3567.52242,3584.84049,1564,3402.27379125,1512.121685,1738.93993775,1738.93993775,3402.27379125,3780.3042125,1512.121685,3780.3042125,1512.121685,12060.6,1587.72776925,1512.121685,1814.546022,2116.970359,1512.121685,1512.121685,9133.8944,9133.8944,9133.8944,9133.8944,9133.8944,9133.8944,9133.8944,9133.8944,1512.121685,12060.6
2858,56740,HC EXCISION OF BARTHOLIN GLAND/CYST,0360,Inpatient/Outpatient,29241.0,29241.0,9144,7496,11924,9474.4,6002,3463.614,4329.5175,3463.614,3463.614,3463.614,3567.52242,3498.25014,3567.52242,3584.84049,2412,3402.27379125,1512.121685,1738.93993775,1738.93993775,3402.27379125,3780.3042125,1512.121685,3780.3042125,1512.121685,17544.6,1587.72776925,1512.121685,1814.546022,2116.970359,1512.121685,1512.121685,13287.1104,13287.1104,13287.1104,13287.1104,13287.1104,13287.1104,13287.1104,13287.1104,1512.121685,17544.6
2859,56810,REPAIR OF PERINEUM,0360,Inpatient/Outpatient,18073.0,18073.0,9144,7496,11924,9474.4,6002,3463.614,4329.5175,3463.614,3463.614,3463.614,3567.52242,3498.25014,3567.52242,3584.84049,3404,3402.27379125,1512.121685,1738.93993775,1738.93993775,3402.27379125,3780.3042125,1512.121685,3780.3042125,1512.121685,10843.8,1587.72776925,1512.121685,1814.546022,2116.970359,1512.121685,1512.121685,8212.3712,8212.3712,8212.3712,8212.3712,8212.3712,8212.3712,8212.3712,8212.3712,1512.121685,11924.0
2860,56821,HC COLPOSCOPY OF VULVA W/BIOPSY,0360,Inpatient/Outpatient,29434.0,29434.0,9144,7496,9829,9474.4,3070,357.651,447.06375,357.651,357.651,357.651,368.38053,361.22751,368.38053,370.168785,340,1627.87969125,723.502085,832.02739775,832.02739775,1627.87969125,1808.7552125,723.502085,1808.7552125,723.502085,17660.4,759.67718925,723.502085,868.202502,1012.902919,723.502085,723.502085,13374.8096,13374.8096,13374.8096,13374.8096,13374.8096,13374.8096,13374.8096,13374.8096,340.0,17660.4
2861,57061,HC DESTRUCTION LESION(S)VAGINA,0360,Inpatient/Outpatient,22923.0,22923.0,9144,7496,11924,9474.4,6002,3463.614,4329.5175,3463.614,3463.614,3463.614,3567.52242,3498.25014,3567.52242,3584.84049,2412,3402.27379125,1512.121685,1738.93993775,1738.93993775,3402.27379125,3780.3042125,1512.121685,3780.3042125,1512.121685,13753.8,1587.72776925,1512.121685,1814.546022,2116.970359,1512.121685,1512.121685,10416.2112,10416.2112,10416.2112,10416.2112,10416.2112,10416.2112,10416.2112,10416.2112,1512.121685,13753.8
2862,57100,HC BIOPSY MUCOSA VAGINAL SIMPLE,0360,Inpatient/Outpatient,26496.0,26496.0,9144,7496,9829,9474.4,3968,861.75075,1077.1884375,861.75075,861.75075,861.75075,887.6032725,870.3682575,887.6032725,891.91202625,776,1627.87969125,723.502085,832.02739775,832.02739775,1627.87969125,1808.7552125,723.502085,1808.7552125,723.502085,15897.6,759.67718925,723.502085,868.202502,1012.902919,723.502085,723.502085,12039.7824,12039.7824,12039.7824,12039.7824,12039.7824,12039.7824,12039.7824,12039.7824,723.502085,15897.6
2863,57106,REMOVE VAGINA WALL PARTIAL,0360,Inpatient/Outpatient,25369.0,25369.0,9144,7496,11924,9474.4,6002,3463.614,4329.5175,3463.614,3463.614,3463.614,3567.52242,3498.25014,3567.52242,3584.84049,2412,3402.27379125,1512.121685,1738.93993775,1738.93993775,3402.27379125,3780.3042125,1512.121685,3780.3042125,1512.121685,15221.4,1587.72776925,1512.121685,1814.546022,2116.970359,1512.121685,1512.121685,11527.6736,11527.6736,11527.6736,11527.6736,11527.6736,11527.6736,11527.6736,11527.6736,1512.121685,15221.4
2864,57110,REMOVE VAGINA WALL COMPLETE,0360,Inpatient/Outpatient,32752.0,32752.0,9144,7496,13737,9474.4,3645,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,16376,3802.890375,1690.1735,1943.699525,1943.699525,3802.890375,4225.43375,1690.1735,4225.43375,1690.1735,19651.2,1774.682175,1690.1735,2028.2082,2366.2429,1690.1735,1690.1735,14882.5088,14882.5088,14882.5088,14882.5088,14882.5088,14882.5088,14882.5088,14882.5088,1690.1735,19651.2
2865,57120,CLOSURE OF VAGINA,0360,Inpatient/Outpatient,36843.0,36843.0,9144,7496,13737,9474.4,7522,5678.00975,7097.5121875,5678.00975,5678.00975,5678.00975,5848.3500425,5734.7898475,5848.3500425,5876.74009125,2965,3802.890375,1690.1735,1943.699525,1943.699525,3802.890375,4225.43375,1690.1735,4225.43375,1690.1735,22105.8,1774.682175,1690.1735,2028.2082,2366.2429,1690.1735,1690.1735,16741.4592,16741.4592,16741.4592,16741.4592,16741.4592,16741.4592,16741.4592,16741.4592,1690.1735,22105.8
2866,57130,REMOVE VAGINA LESION,0360,Inpatient/Outpatient,24048.0,24048.0,9144,7496,11924,9474.4,6002,3463.614,4329.5175,3463.614,3463.614,3463.614,3567.52242,3498.25014,3567.52242,3584.84049,2107,3402.27379125,1512.121685,1738.93993775,1738.93993775,3402.27379125,3780.3042125,1512.121685,3780.3042125,1512.121685,14428.8,1587.72776925,1512.121685,1814.546022,2116.970359,1512.121685,1512.121685,10927.4112,10927.4112,10927.4112,10927.4112,10927.4112,10927.4112,10927.4112,10927.4112,1512.121685,14428.8
2867,57135,REMOVE VAGINA LESION,0360,Inpatient/Outpatient,21882.0,21882.0,9144,7496,11924,9474.4,6002,3463.614,4329.5175,3463.614,3463.614,3463.614,3567.52242,3498.25014,3567.52242,3584.84049,2107,3402.27379125,1512.121685,1738.93993775,1738.93993775,3402.27379125,3780.3042125,1512.121685,3780.3042125,1512.121685,13129.2,1587.72776925,1512.121685,1814.546022,2116.970359,1512.121685,1512.121685,9943.1808,9943.1808,9943.1808,9943.1808,9943.1808,9943.1808,9943.1808,9943.1808,1512.121685,13129.2
2868,57155,HC INSERT UTERINE TANDEM/VAGINAL OVOID BRACHYTHERAPY,0360,Inpatient/Outpatient,19886.0,19886.0,9144,7496,11924,9474.4,3968,5678.00975,7097.5121875,5678.00975,5678.00975,5678.00975,5848.3500425,5734.7898475,5848.3500425,5876.74009125,2107,3648.03093,1621.34708,1864.549142,1864.549142,3648.03093,4053.3677,1621.34708,4053.3677,1621.34708,11931.6,1702.414434,1621.34708,1945.616496,2269.885912,1621.34708,1621.34708,9036.1984,9036.1984,9036.1984,9036.1984,9036.1984,9036.1984,9036.1984,9036.1984,1621.34708,11931.6
2869,57200,HC COLPORRHAPHY NON-OBSTETRIC,0360,Inpatient/Outpatient,20334.0,20334.0,9144,7496,11924,9474.4,6002,3463.614,4329.5175,3463.614,3463.614,3463.614,3567.52242,3498.25014,3567.52242,3584.84049,1564,3402.27379125,1512.121685,1738.93993775,1738.93993775,3402.27379125,3780.3042125,1512.121685,3780.3042125,1512.121685,12200.4,1587.72776925,1512.121685,1814.546022,2116.970359,1512.121685,1512.121685,9239.7696,9239.7696,9239.7696,9239.7696,9239.7696,9239.7696,9239.7696,9239.7696,1512.121685,12200.4
2870,57210,REPAIR VAGINA/PERINEUM,0360,Inpatient/Outpatient,46497.0,46497.0,9144,7496,11924,9474.4,6002,3463.614,4329.5175,3463.614,3463.614,3463.614,3567.52242,3498.25014,3567.52242,3584.84049,2107,3402.27379125,1512.121685,1738.93993775,1738.93993775,3402.27379125,3780.3042125,1512.121685,3780.3042125,1512.121685,27898.2,1587.72776925,1512.121685,1814.546022,2116.970359,1512.121685,1512.121685,21128.2368,21128.2368,21128.2368,21128.2368,21128.2368,21128.2368,21128.2368,21128.2368,1512.121685,27898.2
2871,57240,REPAIR BLADDER VAGINA,0360,Inpatient/Outpatient,36509.0,36509.0,9144,7496,13737,9474.4,7522,5678.00975,7097.5121875,5678.00975,5678.00975,5678.00975,5848.3500425,5734.7898475,5848.3500425,5876.74009125,3404,2694.3819321216,1197.5030809429,1377.1285430844,1377.1285430844,2694.3819321216,2993.7577023573,1197.5030809429,2993.7577023573,1197.5030809429,21905.4,1257.3782349901,1197.5030809429,1437.0036971315,1676.5043133201,1197.5030809429,1197.5030809429,16589.6896,16589.6896,16589.6896,16589.6896,16589.6896,16589.6896,16589.6896,16589.6896,1197.5030809429,21905.4
2872,57250,REPAIR RECTUM VAGINA,0360,Inpatient/Outpatient,32765.0,32765.0,9144,7496,13737,9474.4,7522,5678.00975,7097.5121875,5678.00975,5678.00975,5678.00975,5848.3500425,5734.7898475,5848.3500425,5876.74009125,3404,2904.1521589761,1290.7342928783,1484.34443681,1484.34443681,2904.1521589761,3226.8357321957,1290.7342928783,3226.8357321957,1290.7342928783,19659,1355.2710075222,1290.7342928783,1548.8811514539,1807.0280100296,1290.7342928783,1290.7342928783,14888.416,14888.416,14888.416,14888.416,14888.416,14888.416,14888.416,14888.416,1290.7342928783,19659.0
2873,57260,REPAIR OF VAGINA,0360,Inpatient/Outpatient,38979.0,38979.0,9144,7496,13737,9474.4,7522,5678.00975,7097.5121875,5678.00975,5678.00975,5678.00975,5848.3500425,5734.7898475,5848.3500425,5876.74009125,3404,2694.3819321216,1197.5030809429,1377.1285430844,1377.1285430844,2694.3819321216,2993.7577023573,1197.5030809429,2993.7577023573,1197.5030809429,23387.4,1257.3782349901,1197.5030809429,1437.0036971315,1676.5043133201,1197.5030809429,1197.5030809429,17712.0576,17712.0576,17712.0576,17712.0576,17712.0576,17712.0576,17712.0576,17712.0576,1197.5030809429,23387.4
2874,57265,EXTENSIVE REPAIR OF VAGINA,0360,Inpatient/Outpatient,39978.0,39978.0,9144,7496,13737,9474.4,8561,5678.00975,7097.5121875,5678.00975,5678.00975,5678.00975,5848.3500425,5734.7898475,5848.3500425,5876.74009125,4697,2904.1521589761,1290.7342928783,1484.34443681,1484.34443681,2904.1521589761,3226.8357321957,1290.7342928783,3226.8357321957,1290.7342928783,23986.8,1355.2710075222,1290.7342928783,1548.8811514539,1807.0280100296,1290.7342928783,1290.7342928783,18166.0032,18166.0032,18166.0032,18166.0032,18166.0032,18166.0032,18166.0032,18166.0032,1290.7342928783,23986.8
2875,57282,COLPOPEXY EXTRAPERITONEAL,0360,Inpatient/Outpatient,47340.0,47340.0,9144,7496,15594,9474.4,8561,8483.811,10604.76375,8483.811,8483.811,8483.811,8738.32533,8568.64911,8738.32533,8780.744385,4697,3402.27379125,1512.121685,1738.93993775,1738.93993775,3402.27379125,3780.3042125,1512.121685,3780.3042125,1512.121685,28404,1587.72776925,1512.121685,1814.546022,2116.970359,1512.121685,1512.121685,21511.296,21511.296,21511.296,21511.296,21511.296,21511.296,21511.296,21511.296,1512.121685,28404.0
2876,57287,REVISE/REMOVE SLING REPAIR,0360,Inpatient/Outpatient,29784.0,29784.0,9144,7496,11924,9474.4,7522,3463.614,4329.5175,3463.614,3463.614,3463.614,3567.52242,3498.25014,3567.52242,3584.84049,2965,2694.3819321216,1197.5030809429,1377.1285430844,1377.1285430844,2694.3819321216,2993.7577023573,1197.5030809429,2993.7577023573,1197.5030809429,17870.4,1257.3782349901,1197.5030809429,1437.0036971315,1676.5043133201,1197.5030809429,1197.5030809429,13533.8496,13533.8496,13533.8496,13533.8496,13533.8496,13533.8496,13533.8496,13533.8496,1197.5030809429,17870.4
2877,57288,REPAIR BLADDER DEFECT,0360,Inpatient/Outpatient,30004.0,30004.0,9144,7496,13737,9474.4,8561,5678.00975,7097.5121875,5678.00975,5678.00975,5678.00975,5848.3500425,5734.7898475,5848.3500425,5876.74009125,3404,2694.3819321216,1197.5030809429,1377.1285430844,1377.1285430844,2694.3819321216,2993.7577023573,1197.5030809429,2993.7577023573,1197.5030809429,18002.4,1257.3782349901,1197.5030809429,1437.0036971315,1676.5043133201,1197.5030809429,1197.5030809429,13633.8176,13633.8176,13633.8176,13633.8176,13633.8176,13633.8176,13633.8176,13633.8176,1197.5030809429,18002.4
2878,57295,REVISE VAG GRAFT VIA VAGINA,0360,Inpatient/Outpatient,25509.0,25509.0,9144,7496,11924,9474.4,6002,3463.614,4329.5175,3463.614,3463.614,3463.614,3567.52242,3498.25014,3567.52242,3584.84049,2412,3402.27379125,1512.121685,1738.93993775,1738.93993775,3402.27379125,3780.3042125,1512.121685,3780.3042125,1512.121685,15305.4,1587.72776925,1512.121685,1814.546022,2116.970359,1512.121685,1512.121685,11591.2896,11591.2896,11591.2896,11591.2896,11591.2896,11591.2896,11591.2896,11591.2896,1512.121685,15305.4
2879,57296,REVISE VAG GRAFT OPEN ABD,0360,Inpatient/Outpatient,23693.0,23693.0,9144,7496,13737,9474.4,3645,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,11846.5,3802.890375,1690.1735,1943.699525,1943.699525,3802.890375,4225.43375,1690.1735,4225.43375,1690.1735,14215.8,1774.682175,1690.1735,2028.2082,2366.2429,1690.1735,1690.1735,10766.0992,10766.0992,10766.0992,10766.0992,10766.0992,10766.0992,10766.0992,10766.0992,1690.1735,14215.8
2880,57300,REPAIR RECTUM-VAGINA FISTULA,0360,Inpatient/Outpatient,26404.0,26404.0,9144,7496,11924,9474.4,6002,3463.614,4329.5175,3463.614,3463.614,3463.614,3567.52242,3498.25014,3567.52242,3584.84049,2412,3802.890375,1690.1735,1943.699525,1943.699525,3802.890375,4225.43375,1690.1735,4225.43375,1690.1735,15842.4,1774.682175,1690.1735,2028.2082,2366.2429,1690.1735,1690.1735,11997.9776,11997.9776,11997.9776,11997.9776,11997.9776,11997.9776,11997.9776,11997.9776,1690.1735,15842.4
2881,57320,REPAIR BLADDER-VAGINA LESION,0360,Inpatient/Outpatient,41465.0,41465.0,9144,7496,13737,9474.4,7522,5678.00975,7097.5121875,5678.00975,5678.00975,5678.00975,5848.3500425,5734.7898475,5848.3500425,5876.74009125,2965,3802.890375,1690.1735,1943.699525,1943.699525,3802.890375,4225.43375,1690.1735,4225.43375,1690.1735,24879,1774.682175,1690.1735,2028.2082,2366.2429,1690.1735,1690.1735,18841.696,18841.696,18841.696,18841.696,18841.696,18841.696,18841.696,18841.696,1690.1735,24879.0
2882,57400,DILATION OF VAGINA,0360,Inpatient/Outpatient,23682.0,23682.0,9144,7496,11924,9474.4,6002,3463.614,4329.5175,3463.614,3463.614,3463.614,3567.52242,3498.25014,3567.52242,3584.84049,2107,3402.27379125,1512.121685,1738.93993775,1738.93993775,3402.27379125,3780.3042125,1512.121685,3780.3042125,1512.121685,14209.2,1587.72776925,1512.121685,1814.546022,2116.970359,1512.121685,1512.121685,10761.1008,10761.1008,10761.1008,10761.1008,10761.1008,10761.1008,10761.1008,10761.1008,1512.121685,14209.2
2883,57410,PELVIC EXAMINATION,0360,Inpatient/Outpatient,27109.0,27109.0,9144,7496,11924,9474.4,6002,3463.614,4329.5175,3463.614,3463.614,3463.614,3567.52242,3498.25014,3567.52242,3584.84049,2107,617.7217040559,274.5429795804,315.7244265175,315.7244265175,617.7217040559,686.357448951,274.5429795804,686.357448951,274.5429795804,16265.4,288.2701285594,274.5429795804,329.4515754965,384.3601714126,274.5429795804,274.5429795804,12318.3296,12318.3296,12318.3296,12318.3296,12318.3296,12318.3296,12318.3296,12318.3296,274.5429795804,16265.4
2884,57415,REMOVE VAGINAL FOREIGN BODY,0360,Inpatient/Outpatient,23547.0,23547.0,9144,7496,11924,9474.4,6002,3463.614,4329.5175,3463.614,3463.614,3463.614,3567.52242,3498.25014,3567.52242,3584.84049,2107,3402.27379125,1512.121685,1738.93993775,1738.93993775,3402.27379125,3780.3042125,1512.121685,3780.3042125,1512.121685,14128.2,1587.72776925,1512.121685,1814.546022,2116.970359,1512.121685,1512.121685,10699.7568,10699.7568,10699.7568,10699.7568,10699.7568,10699.7568,10699.7568,10699.7568,1512.121685,14128.2
2885,57420,HC COLPOSCOPY VAGINA W/CERVIX,0360,Inpatient/Outpatient,18015.0,18015.0,9144,7496,9829,9474.4,3070,357.651,447.06375,357.651,357.651,357.651,368.38053,361.22751,368.38053,370.168785,776,1627.87969125,723.502085,832.02739775,832.02739775,1627.87969125,1808.7552125,723.502085,1808.7552125,723.502085,10809,759.67718925,723.502085,868.202502,1012.902919,723.502085,723.502085,8186.016,8186.016,8186.016,8186.016,8186.016,8186.016,8186.016,8186.016,357.651,10809.0
2886,57421,HC COLPOSCOPY ENTIRE VAGINA W/VAGINA/CERVIX BX,0360,Inpatient/Outpatient,25292.0,25292.0,9144,7496,9829,9474.4,3968,861.75075,1077.1884375,861.75075,861.75075,861.75075,887.6032725,870.3682575,887.6032725,891.91202625,776,1627.87969125,723.502085,832.02739775,832.02739775,1627.87969125,1808.7552125,723.502085,1808.7552125,723.502085,15175.2,759.67718925,723.502085,868.202502,1012.902919,723.502085,723.502085,11492.6848,11492.6848,11492.6848,11492.6848,11492.6848,11492.6848,11492.6848,11492.6848,723.502085,15175.2
2887,57425,LAPAROSCOPY SURG COLPOPEXY,0360,Inpatient/Outpatient,66317.0,66317.0,17784,7496,15594,9474.4,9670,11131.9425,13914.928125,11131.9425,11131.9425,11131.9425,11465.900775,11243.261925,11465.900775,11521.5604875,3404,3802.890375,1690.1735,1943.699525,1943.699525,3802.890375,4225.43375,1690.1735,4225.43375,1690.1735,39790.2,1774.682175,1690.1735,2028.2082,2366.2429,1690.1735,1690.1735,30134.4448,30134.4448,30134.4448,30134.4448,30134.4448,30134.4448,30134.4448,30134.4448,1690.1735,39790.2
2888,57452,HC COLPOSCOPY OF CERVIX,0360,Inpatient/Outpatient,46592.0,46592.0,9144,7496,9829,9474.4,3070,218.20925,272.7615625,218.20925,218.20925,218.20925,224.7555275,220.3913425,224.7555275,225.84657375,340,1627.87969125,723.502085,832.02739775,832.02739775,1627.87969125,1808.7552125,723.502085,1808.7552125,723.502085,27955.2,759.67718925,723.502085,868.202502,1012.902919,723.502085,723.502085,21171.4048,21171.4048,21171.4048,21171.4048,21171.4048,21171.4048,21171.4048,21171.4048,218.20925,27955.2
2889,57454,HC COLPOSCOPY CERVIX BX CERVIX & ENDOCRV CURRETAGE,0360,Inpatient/Outpatient,19914.0,19914.0,3314,7496,9829,9474.4,3070,357.651,447.06375,357.651,357.651,357.651,368.38053,361.22751,368.38053,370.168785,776,1627.87969125,723.502085,832.02739775,832.02739775,1627.87969125,1808.7552125,723.502085,1808.7552125,723.502085,11948.4,759.67718925,723.502085,868.202502,1012.902919,723.502085,723.502085,9048.9216,9048.9216,9048.9216,9048.9216,9048.9216,9048.9216,9048.9216,9048.9216,357.651,11948.4
2890,57455,HC COLPOSCOPY W/BIOPSY,0360,Inpatient/Outpatient,28013.0,28013.0,9144,7496,9829,9474.4,3070,357.651,447.06375,357.651,357.651,357.651,368.38053,361.22751,368.38053,370.168785,776,1627.87969125,723.502085,832.02739775,832.02739775,1627.87969125,1808.7552125,723.502085,1808.7552125,723.502085,16807.8,759.67718925,723.502085,868.202502,1012.902919,723.502085,723.502085,12729.1072,12729.1072,12729.1072,12729.1072,12729.1072,12729.1072,12729.1072,12729.1072,357.651,16807.8
2891,57456,HC COLPOSCOPY CERVIX ENDOCERVICAL CURETTAGE,0360,Inpatient/Outpatient,21375.0,21375.0,9144,7496,9829,9474.4,3070,357.651,447.06375,357.651,357.651,357.651,368.38053,361.22751,368.38053,370.168785,776,1627.87969125,723.502085,832.02739775,832.02739775,1627.87969125,1808.7552125,723.502085,1808.7552125,723.502085,12825,759.67718925,723.502085,868.202502,1012.902919,723.502085,723.502085,9712.8,9712.8,9712.8,9712.8,9712.8,9712.8,9712.8,9712.8,357.651,12825.0
2892,57460,HC CERVIX EXCIS,0360,Inpatient/Outpatient,21044.0,21044.0,9144,7496,11924,9474.4,6002,3463.614,4329.5175,3463.614,3463.614,3463.614,3567.52242,3498.25014,3567.52242,3584.84049,1564,3648.03093,1621.34708,1864.549142,1864.549142,3648.03093,4053.3677,1621.34708,4053.3677,1621.34708,12626.4,1702.414434,1621.34708,1945.616496,2269.885912,1621.34708,1621.34708,9562.3936,9562.3936,9562.3936,9562.3936,9562.3936,9562.3936,9562.3936,9562.3936,1564.0,12626.4
2893,57461,CONZ OF CERVIX W/SCOPE LEEP,0360,Inpatient/Outpatient,23053.0,23053.0,9144,7496,11924,9474.4,6002,3463.614,4329.5175,3463.614,3463.614,3463.614,3567.52242,3498.25014,3567.52242,3584.84049,2412,3648.03093,1621.34708,1864.549142,1864.549142,3648.03093,4053.3677,1621.34708,4053.3677,1621.34708,13831.8,1702.414434,1621.34708,1945.616496,2269.885912,1621.34708,1621.34708,10475.2832,10475.2832,10475.2832,10475.2832,10475.2832,10475.2832,10475.2832,10475.2832,1621.34708,13831.8
2894,57500,HC BIOPSY OF CERVIX SINGLE/MULTIP,0360,Inpatient/Outpatient,23390.0,23390.0,9144,7496,9829,9474.4,3968,861.75075,1077.1884375,861.75075,861.75075,861.75075,887.6032725,870.3682575,887.6032725,891.91202625,776,1627.87969125,723.502085,832.02739775,832.02739775,1627.87969125,1808.7552125,723.502085,1808.7552125,723.502085,14034,759.67718925,723.502085,868.202502,1012.902919,723.502085,723.502085,10628.416,10628.416,10628.416,10628.416,10628.416,10628.416,10628.416,10628.416,723.502085,14034.0
2895,57505,HC CURETTAGE ENDOCERVICAL,0360,Inpatient/Outpatient,24621.0,24621.0,9144,7496,9829,9474.4,3968,861.75075,1077.1884375,861.75075,861.75075,861.75075,887.6032725,870.3682575,887.6032725,891.91202625,776,1627.87969125,723.502085,832.02739775,832.02739775,1627.87969125,1808.7552125,723.502085,1808.7552125,723.502085,14772.6,759.67718925,723.502085,868.202502,1012.902919,723.502085,723.502085,11187.7824,11187.7824,11187.7824,11187.7824,11187.7824,11187.7824,11187.7824,11187.7824,723.502085,14772.6
